ChEMBL_ID,canonical_smiles,target_chembl_id,standard_type,standard_value,standard_units,assay_description
CHEMBL4282439,O=C(O)CN1C(=O)/C(=C/c2nc3ccc(Cl)cc3n2Cc2ccccc2F)SC1=S,CHEMBL392,IC50,26860.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL5273181,O=C1CS/C(=N\c2cc(-c3c[nH]c4ccccc34)nn2-c2ccc(Cl)cc2)N1,CHEMBL392,IC50,16450.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL2236295,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(Br)cc3)C2=O)cc1,CHEMBL392,IC50,42000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL2236306,Cn1cccc1/C=C1\SC(=O)N(Cc2ccc(C(=O)O)cc2)C1=O,CHEMBL392,IC50,80000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL4291623,C=C1C(=O)[C@]23[C@H](O)[C@H]1C[C@H](O)[C@H]2[C@]12CCCC(C)(C)[C@H]1C[C@H]3O[C@@H]2OCCCn1cc(CN2C(=O)SC(=C(C)C)C2=O)nn1,CHEMBL392,IC50,9200.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay
CHEMBL3793488,Cc1cccc2cc(/C=C3\SC(=S)NC3=O)c3nnnn3c12,CHEMBL392,GI90,100.0,ug ml-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL3793488,Cc1cccc2cc(/C=C3\SC(=S)NC3=O)c3nnnn3c12,CHEMBL392,GI50,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL3794545,Cc1cnc(C(=O)NN2C(=O)CS[C@@H]2c2ccc([N+](=O)[O-])cc2)cn1,CHEMBL392,MIC,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 3 days by MTT assay
CHEMBL3794545,Cc1cnc(C(=O)NN2C(=O)CS[C@@H]2c2ccc([N+](=O)[O-])cc2)cn1,CHEMBL392,IC50,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 3 days by MTT assay
CHEMBL3261558,COc1ccccc1N1C(=O)CSC1c1cccc(Cl)c1,CHEMBL392,IC50,8180.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL4280306,C=C1C(=O)[C@]23[C@H](O)[C@H]1C[C@H](O)[C@H]2[C@]12CCCC(C)(C)[C@H]1C[C@H]3O[C@@H]2OCCCn1cc(CN2C(=O)S/C(=C/CCCCC)C2=O)nn1,CHEMBL392,IC50,4800.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay
CHEMBL4294458,COc1ccc2c(c1)nc(/C=C1\SC(=S)N(CC(=O)O)C1=O)n2Cc1ccc(C)cc1,CHEMBL392,IC50,5680.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL185076,COc1ccc(OCc2ccccc2)c(/C=C2\SC(=S)NC2=O)c1,CHEMBL392,GI50,7000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL4282734,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(Cl)cc2)SC1=S,CHEMBL392,IC50,17510.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4286115,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccccc2F)SC1=S,CHEMBL392,IC50,2670.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4285092,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(F)cc2)SC1=S,CHEMBL392,IC50,3570.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4291331,COc1ccc(C(=O)Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3ccccc32)cc1,CHEMBL392,IC50,5150.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4289545,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc([N+](=O)[O-])cc2)SC1=S,CHEMBL392,IC50,11420.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4278196,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(C(F)(F)F)cc2)SC1=S,CHEMBL392,IC50,25280.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4288578,Cc1ccc(C(=O)Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3ccccc32)cc1,CHEMBL392,IC50,9460.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL5189270,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)N4CCN(C(=O)CN5C(=O)S/C(=C\c6ccccc6)C5=O)CC4)CC[C@]3(C)CC[C@]12C,CHEMBL392,IC50,400.0,nM,Cytotoxicity against human A549 cells assessed as inhibition of cell growth measured after 96 hrs by MTT assay
CHEMBL5198740,O=C1N/C(=N\Cc2ccc3c(c2)OCO3)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,CHEMBL392,IC50,50000.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay
CHEMBL5419470,COc1ccc(N2C(=O)/C(=C\c3ccc([N+](=O)[O-])s3)SC2=S)cc1,CHEMBL392,IC50,12970.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability incubated for 24 hrs by resazurin assay
CHEMBL4294863,COc1c(/C=C2\SC(=S)NC2=O)c(NS(=O)(=O)c2cccs2)cc2c1OCO2,CHEMBL392,IC50,14700.0,nM,Growth inhibition of human A549 cells expressing mutant KRAS incubated for 72 hrs by MTS assay
CHEMBL4438641,CCOC(=O)c1sc(/N=C2\NC(=O)/C(=C3/C(=O)N(Cc4ccccc4)c4ccc(Cl)cc43)S2)nc1C,CHEMBL392,Activity,97.17,%,Growth inhibition of human A549 cells assessed as cell growth at 10'-5 M incubated for 48 hrs by sulforhodamine B assay relative to control
CHEMBL4283758,C=C1C(=O)[C@]23[C@H](O)[C@H]1C[C@H](O)[C@H]2[C@]12CCCC(C)(C)[C@H]1C[C@H]3O[C@@H]2OCCCn1cc(CN2C(=O)S/C(=C/C)C2=O)nn1,CHEMBL392,IC50,3500.0,nM,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay
CHEMBL1766987,O=C(COc1ccc(/C=C2\SC(=O)NC2=O)cc1)Nc1ccc(F)cc1,CHEMBL392,GI50,,,Antiproliferative activity against human A549 cells assessed as cell growth inhibition
CHEMBL2000201,CCn1c(SCC(=O)N/N=C2\SCC(=O)N2c2ccc(C)cc2)nc2ccccc2c1=O,CHEMBL392,GI50,21232.44,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1997028,N#CC1=C(N)N2C(=O)/C(=C/c3ccccc3)SC2C(c2nc3ccccc3[nH]2)=C1c1ccccc1,CHEMBL392,GI50,3872.58,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1987356,COc1cc(C2S/C(=C/c3ccccc3)C(=O)N2c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC,CHEMBL392,GI50,96382.9,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL3780641,Cc1ccc(N2C(=O)CSC2c2ccc([N+](=O)[O-])cc2)cc1,CHEMBL392,Inhibition,-10.3,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL3780641,Cc1ccc(N2C(=O)CSC2c2ccc([N+](=O)[O-])cc2)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL3780641,Cc1ccc(N2C(=O)CSC2c2ccc([N+](=O)[O-])cc2)cc1,CHEMBL392,Inhibition,-11.3,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL1978887,O=C1CSC(c2ccc(Cl)cc2)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,CHEMBL392,GI50,16180.8,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1978709,COc1cc(C2SCC(=O)N2c2cc(Cl)c(Cl)cc2Cl)cc(OC)c1OC,CHEMBL392,GI50,38547.84,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1980985,O=C1/C(=c2\s/c(=C\c3ccccc3)c(=O)n2-c2ccccc2)SC(=S)N1c1ccccc1,CHEMBL392,GI50,34833.73,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1994736,COc1cc(/C=C2\C(C)=NN(c3cccc(Cl)c3)C23SCC(=O)N3c2nc3ccccc3s2)ccc1O,CHEMBL392,GI50,29580.12,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1998416,COc1cc(C2SCC(=O)N2c2ccccc2Cl)cc(OC)c1OC,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL175719,CC(O)CCC(=O)OC[C@]12C[C@H]3OC4(O)[C@@H](O[C@H](C)C[C@@]45NC(=O)CS5)O[C@@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12CO,CHEMBL392,IC50,414.0,nM,Concentration required for 50% growth inhibition of human A549 cancer cell lines after 3 days of culture
CHEMBL3780283,O=C1CSC(c2ccc(Cl)cc2)N1c1ccc(F)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL3780283,O=C1CSC(c2ccc(Cl)cc2)N1c1ccc(F)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL3780283,O=C1CSC(c2ccc(Cl)cc2)N1c1ccc(F)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL1702217,COc1ccc(N2C(=O)CSC2c2ccccc2)cc1,CHEMBL392,Inhibition,4.4,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL1702217,COc1ccc(N2C(=O)CSC2c2ccccc2)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL1702217,COc1ccc(N2C(=O)CSC2c2ccccc2)cc1,CHEMBL392,Inhibition,-0.1,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL1702217,COc1ccc(N2C(=O)CSC2c2ccccc2)cc1,CHEMBL392,GI50,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 48 and 72 hrs by MTT assay
CHEMBL1702217,COc1ccc(N2C(=O)CSC2c2ccccc2)cc1,CHEMBL392,GI90,100.0,ug ml-1,Cytotoxicity against human A549 cells after 48 and 72 hrs by MTT assay
CHEMBL184124,O=C1NC(=S)S/C1=C\c1cc([N+](=O)[O-])ccc1OCc1ccccc1,CHEMBL392,GI50,5000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL184108,O=C1NC(=S)S/C1=C\c1cc(N2CCCCC2)ccc1OCc1ccccc1,CHEMBL392,GI50,3000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL1277313,C=CCN1C(=O)/C(=C2\S/C(=N\c3ccccc3)N(c3ccccc3)C2=O)c2ccccc21,CHEMBL392,IC50,,,Cytotoxicity against human A549 cells after 3 days by MTT assay
CHEMBL1983372,O=C1CSC2(CC(/C=C/c3ccccc3Br)=NN2c2cccc(S(=O)(=O)O)c2)N1c1nc2ccccc2s1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL3261539,O=C1CSC(c2cccc(Br)c2)N1c1ccccc1O,CHEMBL392,IC50,13690.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL3792812,Cc1ccc2c(c1)cc(/C=C1\SC(=S)N(CC(=O)O)C1=O)c1nnnn12,CHEMBL392,GI90,100.0,ug ml-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL3792812,Cc1ccc2c(c1)cc(/C=C1\SC(=S)N(CC(=O)O)C1=O)c1nnnn12,CHEMBL392,GI50,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL5273156,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n2)c2ccccc21,CHEMBL392,IC50,38730.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL1970983,O=C1CS(=O)(=O)C(c2cccc(Oc3ccccc3)c2)N1c1cccc(Cl)c1Cl,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1987285,CC(=O)Nc1cccc(N2C(=O)/C(=C\c3cccc(Oc4ccccc4)c3)S(=O)(=O)C2c2ccccc2)c1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL554399,COc1ccc(/C=N/c2nc3[nH]nc(C)n3c(=O)c2S(=O)(=O)NN2C(=O)C(CN3CCOCC3)SC2c2ccc(OC)cc2)cc1,CHEMBL392,GI50,29600.0,nM,Growth inhibition of human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL554399,COc1ccc(/C=N/c2nc3[nH]nc(C)n3c(=O)c2S(=O)(=O)NN2C(=O)C(CN3CCOCC3)SC2c2ccc(OC)cc2)cc1,CHEMBL392,TGI,100000.0,nM,Growth inhibition of human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL554399,COc1ccc(/C=N/c2nc3[nH]nc(C)n3c(=O)c2S(=O)(=O)NN2C(=O)C(CN3CCOCC3)SC2c2ccc(OC)cc2)cc1,CHEMBL392,LC50,,,Growth inhibition of human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL1965151,Cc1ccc(/N=N/C2S/C(=C(\C#N)c3nc4ccccc4[nH]3)N(c3ccccc3)C2=O)cc1,CHEMBL392,GI50,88104.89,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL4214639,N#Cc1ccc(Cn2c3ccccc3c3cc(/C=C4\SC(=S)N(CC(=O)O)C4=O)ccc32)cc1,CHEMBL392,IC50,2180.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL555942,COc1ccc(/C=N/c2nc3[nH]nc(C)n3c(=O)c2S(=O)(=O)NN2C(=O)C(CN3CCN(C)CC3)SC2c2ccc(OC)cc2)cc1,CHEMBL392,TGI,50800.0,nM,Growth inhibition of human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL555942,COc1ccc(/C=N/c2nc3[nH]nc(C)n3c(=O)c2S(=O)(=O)NN2C(=O)C(CN3CCN(C)CC3)SC2c2ccc(OC)cc2)cc1,CHEMBL392,GI50,13400.0,nM,Growth inhibition of human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL555942,COc1ccc(/C=N/c2nc3[nH]nc(C)n3c(=O)c2S(=O)(=O)NN2C(=O)C(CN3CCN(C)CC3)SC2c2ccc(OC)cc2)cc1,CHEMBL392,LC50,,,Growth inhibition of human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL2236294,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccccc3)C2=O)cc1,CHEMBL392,IC50,90000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL2236300,COc1cc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)cc(OC)c1OC,CHEMBL392,IC50,36000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL2236297,Cc1ccc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1,CHEMBL392,IC50,78000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL3098837,Cc1cc2c(cc1C)C(Cl)=C(/C=C1\SC(=O)N(CC(=O)c3ccc(Cl)cc3)C1=O)CCC2,CHEMBL392,IC50,3490.0,nM,Cytotoxicity against human A549 cells by MTT assay
CHEMBL2236299,COc1ccc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1,CHEMBL392,IC50,44000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL1984007,O=C1CSC(c2ccccc2O)N1c1ccc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)cc1,CHEMBL392,GI50,21330.45,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2260535,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccccc2[N+](=O)[O-])s1,CHEMBL392,IC50,72000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL2260540,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccc(Br)cc2)s1,CHEMBL392,IC50,68000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL1998201,COc1cccc(/C=C2\SC(=S)N(/C=C3\C(=O)Oc4ccccc4C3=O)C2=O)c1O,CHEMBL392,GI50,59703.53,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL4202440,Cc1ccc(Cn2c3ccccc3c3cc(/C=C4\SC(=S)N(CC(=O)O)C4=O)ccc32)cc1,CHEMBL392,IC50,50000.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL3781287,Cc1ccc(C2SCC(=O)N2c2ccc(C)cc2)cc1,CHEMBL392,Inhibition,-13.4,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL3781287,Cc1ccc(C2SCC(=O)N2c2ccc(C)cc2)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL3781287,Cc1ccc(C2SCC(=O)N2c2ccc(C)cc2)cc1,CHEMBL392,Inhibition,8.6,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL1994108,CC(=O)Nc1ccc(C(=O)NN2C(=O)CSC2c2ccc([N+](=O)[O-])cc2)cc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL4210895,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc([N+](=O)[O-])cc2)SC1=S,CHEMBL392,IC50,3940.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL2414873,O=C1NC(=O)/C(=C/C(=O)N2N=C(c3ccc4ccccc4c3)CC2c2ccc(Cl)cc2)S1,CHEMBL392,TGI,100000.0,nM,Cytotoxicity against human A549 cells after 48 hrs by SRB assay
CHEMBL2414873,O=C1NC(=O)/C(=C/C(=O)N2N=C(c3ccc4ccccc4c3)CC2c2ccc(Cl)cc2)S1,CHEMBL392,GI50,3060.0,nM,Cytotoxicity against human A549 cells after 48 hrs by SRB assay
CHEMBL2414873,O=C1NC(=O)/C(=C/C(=O)N2N=C(c3ccc4ccccc4c3)CC2c2ccc(Cl)cc2)S1,CHEMBL392,Activity,30.04,%,Cytotoxicity against human A549 cells assessed as cell growth at 10 uM after 48 hrs by SRB assay relative to control
CHEMBL5287643,N#Cc1ccc(-n2nc(-c3c[nH]c4ccccc34)cc2/N=C2/NC(=O)CS2)cc1,CHEMBL392,IC50,34010.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL1702245,Cc1ccc(C2SCC(=O)N2c2ccccc2)cc1,CHEMBL392,Inhibition,27.8,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL1702245,Cc1ccc(C2SCC(=O)N2c2ccccc2)cc1,CHEMBL392,Inhibition,-12.6,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL1702245,Cc1ccc(C2SCC(=O)N2c2ccccc2)cc1,CHEMBL392,Inhibition,-10.3,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL1981268,C=CCN1/C(=C2\SC(=S)N(c3ccc(C)cc3)C2=O)Sc2c1ncn(C)c2=O,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL5435036,CCOC(=O)C(C)N1C(=O)S/C(=C\c2ccc(F)c(O)c2)C1=O,CHEMBL392,GI50,100000.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL5413295,CCOC(=O)C(C)N1C(=O)S/C(=C\c2ccc3c(c2)NC(=O)CO3)C1=O,CHEMBL392,GI50,100000.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL5437106,CCOCCN1C(=O)S/C(=C\c2ccc(O)c(O)c2)C1=O,CHEMBL392,GI50,34300.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL5286109,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n2)c2cc(OC)ccc21,CHEMBL392,IC50,48100.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL5276285,N#Cc1ccc(-n2nc(-c3cn(Cc4ccccc4)c4ccccc34)cc2/N=C2/NC(=O)CS2)cc1,CHEMBL392,IC50,22280.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL3261568,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)N2CCCCC2)c1,CHEMBL392,IC50,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL2001977,O=C1CSC(=S)N1c1ccco1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL434718,Cc1ccc(OCc2ccccc2)c(/C=C2\SC(=S)NC2=O)c1,CHEMBL392,GI50,6000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL4443119,O=C(O)CN1C(=O)C(=C2c3cccnc3-c3ncccc32)SC1=S,CHEMBL392,GI,,,Antiproliferative activity against human A549 cells at 10 uM incubated for 36 hrs by CCK8 assay
CHEMBL3261554,COc1ccccc1N1C(=O)CSC1c1ccncc1,CHEMBL392,IC50,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL2000905,CN(C)c1ccc(/C=C2/SC(=S)NC2=O)cc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1995355,COc1ccccc1/C=C/C1=NN(c2cccc(S(=O)(=O)O)c2)C2(C1)SCC(=O)N2c1nc2ccccc2s1,CHEMBL392,GI50,84333.48,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL183309,O=C1NC(=S)S/C1=C\c1cc(Cl)ccc1OCc1ccccc1,CHEMBL392,GI50,5000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL1975249,COc1ccc(N2C(=O)C(C)SC2c2cc3cc(Br)ccc3nc2Cl)cc1,CHEMBL392,GI50,12445.15,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2316324,CC1Oc2ccc(Br)cc2C=C1/C=C1\SC(=S)NC1=O,CHEMBL392,IC50,47500.0,nM,Anticancer activity against human A549 cells assessed as cell viability after 72 hrs by MTT reduction assay
CHEMBL3261567,C=CCN(CC=C)C(=O)c1cccc(C2SCC(=O)N2c2ccccc2OC)c1,CHEMBL392,IC50,50000.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL1979120,O=C1CSC(c2cccc(Cl)c2)N1c1ccc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)cc1,CHEMBL392,GI50,54200.09,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1995567,O=C(Cc1ccccc1)NN1C(=O)/C(=C\c2ccccc2)S/C1=N\c1ccccc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1988280,COc1cc(C2SCC(=O)N2NC(=O)c2ccc(NC(C)=O)cc2)cc(OC)c1OC,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1998469,COc1cc(C2SCC(=O)N2c2cccc(Cl)c2)cc(OC)c1OC,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2260546,COc1ccc(-c2nnc(NC(=O)CC3SC(=O)NC3=O)s2)cc1OC,CHEMBL392,IC50,35000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
